chr	start	stop	centre	dist
chr2	67371858	67372033	67371945.5	-1327534.0
chr2	69473132	69473274	69473203.0	-12068.5
chr2	84068089	84068348	84068218.5	-197298.0
chr3	122557887	122558364	122558125.5	-129232.5
chr4	34508301	34508511	34508406.0	-53943.5
chr5	26357125	26357227	26357176.0	1091378.5
chr5	109460857	109461020	109460938.5	362700.0
chr5	144987175	144987378	144987276.5	36230.5
chr5	148561499	148561934	148561716.5	-110848.0
chr6	54744436	54744693	54744564.5	112830.0
chr6	72272961	72273327	72273144.0	-21995.5
chr6	115646841	115647177	115647009.0	11944.0
chr7	53258246	53258397	53258321.5	129691.0
chr7	71884001	71884305	71884153.0	346945.0
chr8	4404749	4405267	4405008.0	79883.0
chr8	44262518	44262794	44262656.0	1802653.5
chr8	46136538	46136980	46136759.0	-924096.0
chr8	47425963	47426838	47426400.5	177559.0
chr9	54649358	54649691	54649524.5	-62161.5
chr9	75053147	75053282	75053214.5	-108817.5
chr9	95411840	95413059	95412449.5	256.0
chrX	13435707	13436000	13435853.5	11991.5
chrX	75163599	75163714	75163656.5	484635.0
chrX	80456768	80456918	80456843.0	-4026878.0
chrX	99986794	99987108	99986951.0	286638.5
chrX	133402526	133403452	133402989.0	126841.5
chr1	44960209	44960399	44960304.0	755445.0
chr1	83057798	83058106	83057952.0	235882.5
chr1	129724004	129724152	129724078.0	-11149.0
chr10	111542622	111543166	111542894.0	186158.5
chr11	117220552	117220718	117220635.0	905.0
chr12	91049775	91051297	91050536.0	819738.0
chr13	36670391	36670887	36670639.0	461378.0
chr14	122889773	122890443	122890108.0	-200898.5
chr15	10561389	10561597	10561493.0	145847.5
chr15	61835541	61835992	61835766.5	-154763.5
chr15	101882511	101882962	101882736.5	-13543.0
chr16	73099086	73099279	73099182.5	-2244733.0
chr17	16090768	16091256	16091012.0	238647.5
chr17	21890644	21891121	21890882.5	20114.0
chr17	30787905	30788106	30788005.5	74881.5
chr17	66450293	66451378	66450835.5	41.0
chr18	23305567	23305692	23305629.5	-849987.0
chr18	30349483	30349737	30349610.0	-1721008.0
chr18	37703234	37703851	37703542.5	-100271.5
chr19	12081094	12081338	12081216.0	78413.5
chr19	31624290	31624683	31624486.5	-231308.0
chr2	90088988	90089390	90089189.0	-146126.5
chr2	150824836	150825041	150824938.5	22205.5
chr2	151527039	151527345	151527192.0	207085.0
chr3	25297510	25298012	25297761.0	1470607.0
chr3	28780375	28780505	28780440.0	75830.5
chr3	89626150	89626350	89626250.0	13562.0
chr3	114770873	114771563	114771218.0	-801227.5
chr4	57688353	57688636	57688494.5	-106549.0
chr4	129219701	129220260	129219980.5	-46325.5
chr5	12049872	12050193	12050032.5	-827885.0
chr5	54442295	54442527	54442411.0	141721.0
chr5	101026816	101027175	101026995.5	-40682.0
chr5	137256443	137256645	137256544.0	-138586.5
chr6	122319282	122319620	122319451.0	25546.5
chr7	80998113	80998766	80998439.5	235098.0
chr7	121357198	121357340	121357269.0	-62346.0
chr8	97368559	97368737	97368648.0	6480.0
chr8	104194521	104194702	104194611.5	15253.0
chr9	35232187	35232523	35232355.0	-134768.5
chr9	43197623	43197822	43197722.5	-677377.5
chr9	76396575	76396778	76396676.5	568605.5
chr9	83545498	83545976	83545737.0	-182632.0
chr9	90211256	90211407	90211331.5	189824.5
chrX	12783536	12784218	12783877.0	-1466.5
chrX	45373171	45373418	45373294.5	-133618.5
chrX	71330264	71331412	71330838.0	311.5
chr1	15784812	15784959	15784885.5	-310167.0
chr1	57462984	57463906	57463445.0	-237.5
chr1	59201498	59201666	59201582.0	24618.5
chr11	70629358	70629569	70629463.5	-28965.0
chr11	97539176	97539465	97539320.5	-66793.0
chr12	109972619	109973030	109972824.5	-23365.5
chr13	103142459	103142983	103142721.0	653136.0
chr14	89012925	89013369	89013147.0	1186760.5
chr15	38447869	38448623	38448246.0	-17045.0
chr15	51831562	51831978	51831770.0	81843.5
chr15	76469739	76470598	76470168.5	-100.0
chr15	79111877	79112068	79111972.5	38199.5
chr15	88510135	88510374	88510254.5	-81973.0
chr15	88954154	88954385	88954269.5	-4640.5
chr15	98820188	98820484	98820336.0	36604.5
chr16	14793798	14794571	14794184.5	476793.5
chr16	55887906	55888524	55888215.0	24545.0
chr17	89024753	89025006	89024879.5	143738.0
chr18	37424508	37424934	37424721.0	-379093.0
chr18	60786812	60787525	60787168.5	146337.5
chr18	69773388	69773952	69773670.0	20568.0
chr18	84845985	84846209	84846097.0	-8805.0
chr19	8869188	8869333	8869260.5	8562.0
chr2	35904338	35905231	35904784.5	-87476.0
chr2	148589393	148590022	148589707.5	82797.5
chr2	178935342	178935484	178935413.0	-824383.0
chr3	10239960	10240158	10240059.0	98992.0
chr3	105746863	105747145	105747004.0	-15105.0
chr3	121799500	121799723	121799611.5	-14888.0
chr6	39961689	39961892	39961790.5	286798.5
chr6	54922146	54922724	54922435.0	-99.0
chr6	131416934	131417102	131417018.0	72931.0
chr7	29940381	29940815	29940598.0	-55905.5
chr7	130992007	130992853	130992430.0	470772.0
chr7	137916773	137917030	137916901.5	-61105.5
chr8	32284277	32284529	32284403.0	-13480.5
chr8	81259320	81259647	81259483.5	226309.0
chrX	58962419	58963634	58963026.5	1305757.0
chrX	90702891	90703628	90703259.5	-207053.0
chr1	16621946	16622108	16622027.0	-24939.0
chr1	91827445	91828169	91827807.0	-309393.0
chr1	95542820	95543081	95542950.5	-108338.0
chr1	129094201	129094363	129094282.0	-559120.5
chr1	137944094	137944263	137944178.5	294507.5
chr1	153429219	153429404	153429311.5	-34674.0
chr1	173463061	173463257	173463159.0	29747.5
chr1	179674860	179675463	179675161.5	33472.0
chr1	193398669	193400121	193399395.0	57387.0
chr1	195312811	195313603	195313207.0	451572.0
chr11	55805308	55805518	55805413.0	460960.5
chr11	94680866	94681006	94680936.0	-117579.0
chr13	75226103	75226359	75226231.0	280715.0
chr14	76920505	76920787	76920646.0	-11996.0
chr15	38271953	38272114	38272033.5	41645.5
chr15	45939830	45940206	45940018.0	1680548.0
chr15	68921163	68921379	68921271.0	726827.0
chr15	76303021	76303206	76303113.5	-4900.0
chr15	84397276	84397410	84397343.0	154288.0
chr16	21702436	21702725	21702580.5	-244813.5
chr16	73007944	73008126	73008035.0	-2335880.5
chr17	9361396	9361591	9361493.5	884845.0
chr17	57474256	57474462	57474359.0	69742.5
chr18	22473986	22474227	22474106.5	1015424.0
chr18	25547516	25548456	25547986.0	-102611.5
chr18	31132977	31133150	31133063.5	-937554.5
chr18	37481940	37482507	37482223.5	-321590.5
chr18	69503632	69504282	69503957.0	-249145.0
chr18	69993199	69993743	69993471.0	-221451.5
chr19	7529231	7529514	7529372.5	-28164.5
chr2	3341074	3341896	3341485.0	91528.0
chr2	3391563	3392732	3392147.5	142190.5
chr2	58209472	58210811	58210141.5	1006921.5
chr2	84345084	84345545	84345314.5	79798.0
chr3	51405430	51405630	51405530.0	-69179.5
chr3	59204662	59204882	59204772.0	874989.5
chr3	133165682	133166155	133165918.5	-41256.5
chr3	154710314	154710496	154710405.0	-45962.5
chr5	36881323	36881444	36881383.5	8241.5
chr5	75480880	75481801	75481340.5	-539129.0
chr5	77403534	77404130	77403832.0	-18694.5
chr5	91017831	91018300	91018065.5	205692.5
chr5	92511895	92513111	92512503.0	-22.0
chr5	108889925	108891051	108890488.0	148538.5
chr5	113066733	113066971	113066852.0	149448.0
chr6	27586092	27586275	27586183.5	-499778.5
chr6	69563265	69563728	69563496.5	-547158.0
chr7	120291106	120291306	120291206.0	-230370.0
chr7	134818559	134818805	134818682.0	-33460.5
chr8	8919655	8919818	8919736.5	229550.5
chr8	60278651	60278797	60278724.0	147633.0
chr8	84422017	84422401	84422209.0	359778.5
chr8	92555178	92555371	92555274.5	-797477.5
chr9	21054424	21054622	21054523.0	11224.0
chr9	27559341	27559468	27559404.5	721818.5
chr9	66561361	66561715	66561538.0	-81924.0
chr9	103036192	103036494	103036343.0	-73919.5
chr9	119591345	119591570	119591457.5	-212705.5
chrX	104846832	104847000	104846916.0	-145503.5
chr1	66747180	66748100	66747640.0	-115980.0
chr11	34127328	34127490	34127409.0	-288139.5
chr11	40589077	40589262	40589169.5	20463.5
chr11	58997443	58997570	58997506.5	-7794.5
chr11	76259908	76260040	76259974.0	244371.0
chr12	70311104	70312028	70311566.0	13283.5
chr13	67369816	67370286	67370051.0	104.5
chr13	113252252	113253138	113252695.0	44300.5
chr14	35353834	35354314	35354074.0	38192.0
chr14	83545616	83546011	83545813.5	-1297441.5
chr15	3698862	3699101	3698981.5	-230605.0
chr15	13284463	13284750	13284606.5	458383.5
chr15	15168194	15168314	15168254.0	2342031.0
chr15	52024550	52024738	52024644.0	274717.5
chr15	81846280	81847232	81846756.0	124391.5
chr16	76130354	76130528	76130441.0	-314721.0
chr16	77058866	77059304	77059085.0	44967.5
chr17	29906132	29906389	29906260.5	52285.0
chr17	43655927	43656106	43656016.5	493787.5
chr2	33010357	33010544	33010450.5	23976.5
chr2	164356815	164357001	164356908.0	70044.5
chr3	34340194	34340566	34340380.0	641418.5
chr3	92457797	92457994	92457895.5	-1759176.5
chr4	80556770	80558314	80557542.0	907746.0
chr5	45669832	45670174	45670003.0	-171446.5
chr5	51593737	51593975	51593856.0	-987904.5
chr5	136943387	136943760	136943573.5	-155563.0
chr6	5989076	5989503	5989289.5	-538974.5
chr6	24581968	24582362	24582165.0	104753.0
chr6	54155022	54155287	54155154.5	-476580.0
chr7	25415292	25415446	25415369.0	19122.5
chr7	90185573	90186130	90185851.5	-854781.5
chr7	97535384	97536083	97535733.5	-88939.5
chr7	119950957	119951267	119951112.0	-570464.0
chr7	133404165	133404342	133404253.5	-11806.5
chr8	32383320	32383583	32383451.5	85568.0
chr8	34441075	34441296	34441185.5	-311245.0
chr9	5586136	5586751	5586443.5	-1590549.0
chr9	120093719	120093902	120093810.5	56901.5
chrX	76880804	76881269	76881036.5	1042354.5
chrX	86269279	86269554	86269416.5	1785695.5
chrX	113696513	113696705	113696609.0	1730122.0
chrX	133361288	133362042	133361665.0	85517.5
chr1	40964739	40964952	40964845.5	117372.5
chr1	77450325	77450799	77450562.0	-61205.0
chr1	107933576	107934277	107933926.5	-655448.0
chr1	108140124	108140328	108140226.0	-449148.5
chr1	118977111	118977376	118977243.5	-1230505.5
chr1	138854703	138855105	138854904.0	333223.5
chr1	162242087	162242326	162242206.5	99342.5
chr1	186655993	186656443	186656218.0	7623.5
chr10	95757279	95757847	95757563.0	214206.0
chr11	19862889	19863105	19862997.0	-149879.0
chr11	26367596	26367792	26367694.0	-66116.0
chr11	55253269	55253474	55253371.5	-21165.5
chr11	76268122	76268283	76268202.5	252599.5
chr11	85054711	85055089	85054900.0	6493.0
chr11	101437502	101437747	101437624.5	13811.5
chr13	38750337	38751278	38750807.5	234.0
chr14	40451809	40452052	40451930.5	-230754.0
chr16	31342505	31342852	31342678.5	67586.0
chr16	45653720	45654881	45654300.5	-88604.0
chr17	56972839	56973447	56973143.0	39879.0
chr18	3847526	3847923	3847724.5	272011.0
chr18	35278012	35279489	35278750.5	32.0
chr18	37377556	37378150	37377853.0	416414.0
chr18	78422752	78422991	78422871.5	287677.5
chr2	90402195	90402757	90402476.0	8227.5
chr2	152437879	152438364	152438121.5	-157564.0
chr2	154161271	154161634	154161452.5	-100839.5
chr2	181332275	181332468	181332371.5	77034.5
chr3	8664554	8664808	8664681.0	-2556.5
chr3	105206428	105206615	105206521.5	-283726.5
chr3	156418184	156418336	156418260.0	336968.0
chr4	120105281	120105685	120105483.0	-137351.0
chr5	18000233	18000390	18000311.5	665246.0
chr5	93421666	93421821	93421743.5	-68344.5
chr5	104122298	104122807	104122552.5	1276.0
chr7	36166956	36167142	36167049.0	-14890.0
chr7	117699869	117700059	117699964.0	290458.5
chr7	152046832	152047645	152047238.5	-53711.0
chr8	23132819	23132981	23132900.0	-25838.0
chr8	42433750	42434696	42434223.0	-25779.5
chr8	93422529	93422662	93422595.5	69843.5
chr9	13962534	13962877	13962705.5	-222489.0
chr9	36602139	36602447	36602293.0	-2436.5
chr9	44729273	44729458	44729365.5	-44305.0
chr9	54407911	54408235	54408073.0	22.0
chr9	64062439	64062608	64062523.5	-38617.5
chr9	114357876	114358095	114357985.5	47462.0
chr9	115139685	115139854	115139769.5	-79165.5
chrX	45658215	45658601	45658408.0	70593.5
chrX	48373119	48373426	48373272.5	-120180.5
chrX	97820988	97822064	97821526.0	132023.5
chrX	129279478	129280293	129279885.5	9543.5
chrX	131928495	131928793	131928644.0	-358884.5
chr1	30605380	30605585	30605482.5	-2982771.0
chr1	132899993	132900180	132900086.5	-64914.0
chr1	191167171	191168427	191167799.0	336325.0
chr10	84849305	84849919	84849612.0	201789.0
chr11	31515240	31515417	31515328.5	-56532.5
chr11	113426504	113427434	113426969.0	-1103294.0
chr12	102234407	102235086	102234746.5	-86820.0
chr14	26465903	26466144	26466023.5	11942.0
chr15	8731188	8731511	8731349.5	-285455.0
chr15	95976382	95976591	95976486.5	-129992.0
chr16	43619363	43619780	43619571.5	-270427.0
chr16	89719153	89719584	89719368.5	43566.0
chr18	34117743	34117917	34117830.0	-262938.0
chr18	47281510	47281714	47281612.0	379986.0
chr18	53711850	53712258	53712054.0	-192176.0
chr18	74974545	74974808	74974676.5	41548.5
chr19	46328808	46328955	46328881.5	-54766.5
chr2	30214745	30215049	30214897.0	-4991.0
chr2	31007712	31007945	31007828.5	-16.0
chr2	94306084	94306214	94306149.0	307983.0
chr2	104726372	104726551	104726461.5	-130610.0
chr3	18763902	18764071	18763986.5	-298814.5
chr3	69397975	69398457	69398216.0	467581.0
chr4	114321102	114321757	114321429.5	-15378.0
chr4	133189318	133189673	133189495.5	33766.5
chr4	144396855	144397302	144397078.5	-142865.0
chr5	38358375	38358589	38358482.0	-253272.5
chr5	110783796	110784053	110783924.5	-93507.0
chr5	114185420	114186109	114185764.5	-440077.0
chr5	137779538	137779742	137779640.0	-164048.5
chr5	148555966	148556201	148556083.5	-116481.0
chr5	150675938	150676682	150676310.0	237461.5
chr7	19678539	19678726	19678632.5	7050.5
chr7	20326812	20327514	20327163.0	-7943.5
chr7	70354467	70354637	70354552.0	-687355.0
chr7	106378022	106378151	106378086.5	78047.0
chr7	108155558	108155737	108155647.5	-101416.0
chr8	14905592	14905881	14905736.5	15808.5
chr8	26685607	26685818	26685712.5	-178968.5
chr8	52684063	52684223	52684143.0	-1913070.5
chr9	38772606	38773253	38772929.5	1351629.5
chr9	65122760	65122955	65122857.5	-71469.0
chr9	83911661	83912225	83911943.0	93219.0
chr9	103442913	103443164	103443038.5	175596.0
chr9	122344091	122344272	122344181.5	124262.5
chrX	57507273	57507616	57507444.5	-149825.0
chrX	91280164	91280441	91280302.5	27735.5
chrX	132807050	132807255	132807152.5	57158.5
chrX	159703859	159704260	159704059.5	417349.0
chr1	4856258	4856431	4856344.5	58281.0
chr1	74795208	74795637	74795422.5	-68238.5
chr1	133449051	133449240	133449145.5	-21322.0
chr1	171447642	171447791	171447716.5	-451694.5
chr1	176338248	176338355	176338301.5	563254.0
chr1	176484072	176484195	176484133.5	-528267.5
chr1	194648839	194649256	194649047.5	77226.5
chr11	69468345	69468602	69468473.5	-183177.5
chr11	74403424	74404039	74403731.5	-31969.5
chr11	104522993	104523203	104523098.0	219364.5
chr11	105224100	105225113	105224606.5	-226517.5
chr11	109301123	109301567	109301345.0	-83.5
chr14	26182222	26182760	26182491.0	-159632.0
chr14	62052098	62052382	62052240.0	-6479.0
chr15	57854147	57854765	57854456.0	46836.5
chr15	79845377	79845609	79845493.0	-72808.0
chr15	98410614	98410789	98410701.5	12568.5
chr16	13704875	13705026	13704950.5	-75886.0
chr16	64571849	64572278	64572063.5	-198598.0
chr17	24686572	24687685	24687128.5	-67753.5
chr17	57398280	57398460	57398370.0	-6246.5
chr18	49648105	49648366	49648235.5	-267128.5
chr19	30246221	30246633	30246427.0	121163.0
chr2	18382618	18382796	18382707.0	68547.5
chr2	54219543	54219760	54219651.5	1405339.0
chr2	79487268	79487533	79487400.5	-115734.5
chr2	104674902	104675063	104674982.5	92015.5
chr2	106813750	106814894	106814322.0	-257721.0
chr2	118571056	118571713	118571384.5	-96361.5
chr2	174120556	174121391	174120973.5	-120453.5
chr3	91628696	91628917	91628806.5	1310090.5
chr3	96531306	96531925	96531615.5	19203.5
chr3	100619565	100619720	100619642.5	-106444.0
chr4	104743667	104743914	104743790.5	-1299043.5
chr5	81135646	81136086	81135866.0	3555557.0
chr5	86365817	86365989	86365903.0	-235778.5
chr5	123973874	123974831	123974352.5	156.5
chr5	129660903	129662179	129661541.0	135078.5
chr5	145614930	145615097	145615013.5	-111233.5
chr6	125383244	125384286	125383765.0	7169.0
chr6	149409494	149409916	149409705.0	51987.5
chr7	55934456	55934977	55934716.5	-312992.0
chr7	56090428	56090771	56090599.5	-157109.0
chr7	84448919	84449205	84449062.0	1423309.0
chr7	96622097	96622233	96622165.0	69341.5
chr7	116334282	116334474	116334378.0	256483.0
chr7	139454379	139454613	139454496.0	725.5
chr8	72345831	72346224	72346027.5	-10403.0
chr8	87643233	87643914	87643573.5	42495.5
chr8	107738108	107738271	107738189.5	-257121.5
chr9	34984570	34984731	34984650.5	1200.0
chr9	89949033	89950040	89949536.5	-71970.5
chr9	100470336	100470748	100470542.0	24054.0
chr9	111150319	111150556	111150437.5	-24079.5
chr9	119854718	119854958	119854838.0	50675.0
chrX	41298513	41298678	41298595.5	1912075.0
chrX	81688132	81689677	81688904.5	-2794816.5
chr1	65499865	65500034	65499949.5	266760.0
chr1	138655157	138655771	138655464.0	133783.5
chr1	182818110	182819649	182818879.5	14564.5
chr1	186919920	186920093	186920006.5	-133901.5
chr11	4705978	4706809	4706393.5	-42965.5
chr11	43773803	43774147	43773975.0	278388.0
chr13	62861799	62862243	62862021.0	-24.5
chr14	47017828	47018536	47018182.0	-389591.0
chr15	25293843	25295044	25294443.5	-257812.5
chr15	83961638	83962031	83961834.5	-36380.5
chr15	92377825	92378148	92377986.5	-547069.0
chr16	18876278	18878500	18877389.0	40578.0
chr16	36091280	36091528	36091404.0	50119.0
chr18	12394432	12395254	12394843.0	47534.0
chr18	48043130	48043272	48043201.0	1141575.0
chr19	23241499	23241657	23241578.0	-106639.0
chr2	26244496	26245012	26244754.0	59.0
chr2	63935878	63937328	63936603.0	1443816.5
chr2	79219199	79219851	79219525.0	-383610.0
chr2	105166366	105166507	105166436.5	309365.0
chr2	162776626	162776892	162776759.0	-66322.0
chr2	167486986	167487430	167487208.0	109.5
chr3	37240165	37240325	37240245.0	-162697.5
chr3	48936772	48936899	48936835.5	-2232505.0
chr3	87047682	87047821	87047751.5	-282062.0
chr3	96283287	96283749	96283518.0	43800.5
chr3	116032355	116032765	116032560.0	-11585.5
chr4	63081323	63081909	63081616.0	46032.0
chr4	103291788	103292957	103292372.5	305839.0
chr5	50314699	50314810	50314754.5	-2267006.0
chr5	52504086	52504527	52504306.5	-77454.0
chr5	88974615	88974789	88974702.0	-8702.0
chr5	129213235	129213459	129213347.0	-313115.5
chr7	34328517	34328803	34328660.0	-603699.0
chr7	101969880	101970273	101970076.5	1917786.0
chr7	123404417	123404625	123404521.0	-182497.0
chr8	5227161	5227308	5227234.5	902109.5
chr8	49202403	49202517	49202460.0	403194.0
chr8	71258322	71259538	71258930.0	-167961.0
chr8	96476526	96476947	96476736.5	-84459.0
chr9	17390516	17390899	17390707.5	-887463.0
chrX	18446272	18446471	18446371.5	-333419.5
chrX	32095279	32095394	32095336.5	459621.0
chrX	41556721	41556849	41556785.0	2170264.5
chrX	83432368	83433075	83432721.5	-1050999.5
chrX	92882581	92882719	92882650.0	242684.5
chrX	122649776	122649944	122649860.0	1923738.5
chrX	128406957	128407226	128407091.5	-863250.5
chr1	16621531	16621843	16621687.0	-25279.0
chr1	108647935	108648167	108648051.0	-8021.5
chr1	123327487	123328660	123328073.5	103749.5
chr1	167564091	167565452	167564771.5	112.5
chr10	8482018	8482483	8482250.5	969406.0
chr10	114787827	114788378	114788102.5	-11593.0
chr11	60151922	60152083	60152002.5	-14418.0
chr11	109291577	109291743	109291660.0	-9768.5
chr13	79131585	79132005	79131795.0	1283752.5
chr14	51489864	51490598	51490231.0	64.0
chr14	61950176	61950406	61950291.0	13.0
chr14	95241514	95241707	95241610.5	-1788039.0
chr15	12754037	12755072	12754554.5	12.0
chr15	49800716	49801091	49800903.5	-1853994.5
chr15	68808143	68808323	68808233.0	613789.0
chr15	96227480	96227671	96227575.5	52123.5
chr16	15587738	15588516	15588127.0	-49432.0
chr16	30283076	30283500	30283288.0	30925.0
chr17	33662016	33662279	33662147.5	-285243.0
chr17	34987020	34987669	34987344.5	28.0
chr2	38357793	38357943	38357868.0	-141405.5
chr2	75640104	75640326	75640215.0	33727.5
chr2	126824004	126824267	126824135.5	-10427.0
chr2	160048153	160048296	160048224.5	-380663.0
chr2	174835498	174835634	174835566.0	537159.5
chr3	89126737	89127066	89126901.5	-27131.5
chr3	96043975	96044550	96044262.5	-14569.5
chr3	121587846	121588113	121587979.5	-47.5
chr5	77618939	77619097	77619018.0	38709.0
chr5	78547366	78547538	78547452.0	967143.0
chr5	99970103	99970274	99970188.5	15357.0
chr5	105843559	105843942	105843750.5	-20929.5
chr5	151863083	151863684	151863383.5	-308053.0
chr6	88992660	88993267	88992963.5	181925.5
chr6	121506580	121506979	121506779.5	284359.0
chr6	140030184	140030598	140030391.0	-542217.5
chr7	56815453	56815853	56815653.0	-218066.5
chr7	133956871	133957136	133957003.5	54011.0
chr7	141464032	141464736	141464384.0	496099.5
chr9	109677491	109677701	109677596.0	-156777.5
chrX	14279092	14279269	14279180.5	-663301.0
chrX	45986470	45986659	45986564.5	-10931.0
chrX	163568318	163568543	163568430.5	-32468.0
chr1	34757605	34757808	34757706.5	-141945.0
chr1	51963425	51963696	51963560.5	-207060.5
chr1	186349722	186349868	186349795.0	-103373.0
chr10	95346206	95346971	95346588.5	-56783.0
chr10	98755682	98756244	98755963.0	378485.0
chr10	126342669	126343181	126342925.0	7.0
chr11	47826504	47826637	47826570.5	-777347.5
chr11	94918198	94918741	94918469.5	78041.5
chr11	95691980	95692131	95692055.5	22029.5
chr11	121765784	121766059	121765921.5	202198.5
chr14	9292358	9292547	9292452.5	173168.5
chr14	55531638	55532042	55531840.0	36022.0
chr15	39388818	39388995	39388906.5	444695.5
chr15	39703556	39703800	39703678.0	759467.0
chr15	40805300	40805758	40805529.0	-815083.0
chr15	76886537	76886877	76886707.0	107685.5
chr15	77580988	77581163	77581075.5	-23136.0
chr15	96956820	96957025	96956922.5	-216610.0
chr16	77024470	77024618	77024544.0	10426.5
chr16	85176992	85177146	85177069.0	441399.5
chr16	92103860	92104634	92104247.0	-197355.5
chr17	3114377	3115894	3115135.5	30388.5
chr17	21340857	21341273	21341065.0	-179625.5
chr17	81200468	81201309	81200888.5	-237597.0
chr17	88071330	88072423	88071876.5	-91.5
chr18	42322143	42322458	42322300.5	-1315133.5
chr18	42366892	42367248	42367070.0	-1270364.0
chr18	73734042	73734420	73734231.0	-129168.5
chr19	48712265	48712379	48712322.0	718388.0
chr19	53291249	53291670	53291459.5	31255.0
chr19	58985938	58986193	58986065.5	-31896.0
chr2	59875426	59875609	59875517.5	-87682.0
chr2	61924132	61924391	61924261.5	-233348.0
chr2	118802034	118802624	118802329.0	3688.5
chr3	44720464	44720589	44720526.5	3737358.5
chr3	55391834	55392466	55392150.0	-240789.5
chr5	17780514	17780687	17780600.5	445535.0
chr5	45886604	45887547	45887075.5	-24545.5
chr5	89020720	89021045	89020882.5	-35900.5
chr5	149114592	149115069	149114830.5	-76467.5
chr6	49223897	49224302	49224099.5	-45197.0
chr6	95434453	95434716	95434584.5	-234138.5
chr7	29277419	29277645	29277532.0	-89410.0
chr7	52765605	52766063	52765834.0	-5226.5
chr7	69578280	69578435	69578357.5	-1463549.5
chr7	76728546	76729143	76728844.5	1513144.5
chr7	123287491	123287767	123287629.0	202176.0
chr7	133924192	133924513	133924352.5	21360.0
chr7	136286162	136286528	136286345.0	393856.0
chr7	148505465	148505635	148505550.0	-8227.0
chr8	10007050	10007663	10007356.5	-675955.0
chr8	49000860	49001122	49000991.0	201725.0
chr9	119846256	119847003	119846629.5	42466.5
chrX	11687675	11688008	11687841.5	-651214.5
chrX	50589619	50589903	50589761.0	147710.5
chrX	101309918	101310234	101310076.0	-233619.0
chrX	155836304	155836420	155836362.0	-80323.0
chr1	34573556	34573750	34573653.0	77132.0
chr1	36018862	36019107	36018984.5	-92497.5
chr1	79599125	79599552	79599338.5	-427599.5
chr1	133183940	133184199	133184069.5	87315.0
chr1	133662230	133662474	133662352.0	-62337.5
chr1	134013356	134013538	134013447.0	89754.5
chr1	174586865	174588129	174587497.0	292466.5
chr11	50654766	50655193	50654979.5	410403.5
chr11	88802697	88803165	88802931.0	77088.0
chr11	114055507	114055992	114055749.5	-474513.5
chr11	115766235	115766484	115766359.5	45321.0
chr12	85958035	85958622	85958328.5	-158.5
chr13	101802543	101802923	101802733.0	199699.5
chr14	98985830	98985990	98985910.0	-513120.5
chr15	83951157	83951319	83951238.0	-46977.0
chr15	98661287	98662103	98661695.0	-6368.5
chr15	101903957	101905191	101904574.0	111.5
chr16	4074388	4074639	4074513.5	61381.5
chr16	4818435	4818771	4818603.0	28589.0
chr16	35904209	35904776	35904492.5	-136792.5
chr16	49761013	49761264	49761138.5	34059.5
chr17	24986850	24987769	24987309.5	-8.0
chr17	27714505	27714704	27714604.5	21135.0
chr18	21054227	21055825	21055026.0	333.5
chr19	23111972	23112402	23112187.0	-236030.0
chr19	46466666	46466871	46466768.5	35387.0
chr2	22629455	22630078	22629766.5	29370.5
chr2	25934910	25935250	25935080.0	-7530.0
chr2	34494861	34495107	34494984.0	-114983.0
chr2	80469731	80469866	80469798.5	-9297.0
chr2	82783672	82784116	82783894.0	-1481622.5
chr2	144016643	144017010	144016826.5	-177881.5
chr2	146571539	146571833	146571686.0	233912.0
chr2	153651780	153652025	153651902.5	101558.5
chr2	169990952	169991631	169991291.5	-18863.5
chr3	13470638	13470997	13470817.5	-1140590.5
chr5	30914025	30914517	30914271.0	-202835.5
chr5	102366299	102366907	102366603.0	-132120.0
chr5	115613664	115613881	115613772.5	44474.0
chr5	124949204	124949387	124949295.5	73964.0
chr5	125205392	125205791	125205591.5	156870.5
chr5	125752012	125752233	125752122.5	-33.0
chr5	146859107	146859227	146859167.0	-173594.5
chr6	129494132	129494269	129494200.5	120350.0
chr7	126902786	126903438	126903112.0	-25541.5
chr7	143044865	143045549	143045207.0	117666.0
chr7	151924225	151924717	151924471.0	-9407.0
chr7	152123444	152123735	152123589.5	22640.0
chr8	12671743	12672604	12672173.5	-487246.5
chr8	33993549	33995712	33994630.5	-757800.0
chr8	66632144	66632374	66632259.0	-741535.5
chr9	24162059	24162211	24162135.0	-145431.0
chr9	50424903	50425694	50425298.5	43.0
chr9	77789757	77790120	77789938.5	-1817677.5
chr9	103267021	103268526	103267773.5	331.0
chr9	112077314	112077531	112077422.5	-827801.5
chrX	56536919	56537101	56537010.0	-1120259.5
chrX	57656145	57658335	57657240.0	-29.5
chrX	96598280	96598513	96598396.5	-1072811.5
chrX	146870005	146870234	146870119.5	-31423.5
chr1	34062607	34062835	34062721.0	431264.5
chr1	46764423	46765028	46764725.5	-145491.5
chr1	68016807	68017043	68016925.0	931574.0
chr1	102746994	102747330	102747162.0	670337.5
chr1	114341214	114341473	114341343.5	5685271.0
chr1	152682958	152683148	152683053.0	-277483.5
chr11	54169146	54169425	54169285.5	-167077.0
chr11	97496721	97497428	97497074.5	103797.5
chr11	108106849	108107036	108106942.5	-98332.5
chr11	109321037	109321339	109321188.0	-5416.0
chr13	3916866	3917603	3917234.5	544735.5
chr14	88857253	88857462	88857357.5	1030971.0
