chr	start	stop	centre
chr1	136638502	136638917	136638709.5
chr10	98376356	98378610	98377483.0
chr6	66845978	66847010	66846494.0
chrX	7752451	7753430	7752940.5
chr14	9005168	9005990	9005579.0
chr5	123349969	123350838	123350403.5
chr9	50424903	50425694	50425298.5
chr1	95721175	95722618	95721896.5
chr2	84510084	84511291	84510687.5
chr11	61221058	61221903	61221480.5
chr11	70481802	70483331	70482566.5
chrX	34685065	34685268	34685166.5
chr5	45839844	45840787	45840315.5
chr3	155625293	155625869	155625581.0
chr8	121918438	121919172	121918805.0
chr11	85111443	85111662	85111552.5
chr10	116604123	116604638	116604380.5
chr11	119464169	119464577	119464373.0
chr4	82505021	82505966	82505493.5
chr17	85489764	85490597	85490180.5
chr7	13863516	13864940	13864228.0
chr1	108655205	108656906	108656055.5
chr7	134376111	134377047	134376579.0
chr5	115808918	115809219	115809068.5
chr3	52789444	52789560	52789502.0
chr2	118798436	118798755	118798595.5
chr9	24972039	24972257	24972148.0
chr3	102007717	102008661	102008189.0
chr5	122110374	122110714	122110544.0
chr15	89421849	89422764	89422306.5
chr8	26895355	26896472	26895913.5
chr11	99247220	99247955	99247587.5
chr2	32342749	32342891	32342820.0
chr11	102091767	102091934	102091850.5
chr8	47084513	47084838	47084675.5
chr16	13902696	13903600	13903148.0
chr16	11603885	11604023	11603954.0
chr10	62801411	62802452	62801931.5
chr6	92041048	92042634	92041841.0
chr2	121282512	121283311	121282911.5
chrX	66073313	66074682	66073997.5
chr5	121835318	121835840	121835579.0
chr9	51975798	51977651	51976724.5
chr13	74074504	74075657	74075080.5
chr2	103405986	103407680	103406833.0
chr11	87900387	87900761	87900574.0
chr17	36368145	36368612	36368378.5
chr2	168056019	168056207	168056113.0
chr8	72898295	72899072	72898683.5
chr2	130461677	130461908	130461792.5
chr15	93166362	93168219	93167290.5
chr15	79073661	79073911	79073786.0
chr13	18035336	18036483	18035909.5
chr7	149256885	149257275	149257080.0
chr7	107375660	107376839	107376249.5
chr1	175269771	175270000	175269885.5
chr4	24423198	24424306	24423752.0
chr7	146038158	146038350	146038254.0
chr2	56966617	56967915	56967266.0
chr3	89856084	89857111	89856597.5
chr1	178743327	178745276	178744301.5
chr7	31016363	31017408	31016885.5
chr5	123464725	123465748	123465236.5
chr5	125048903	125049084	125048993.5
chr5	34711867	34712789	34712328.0
chr8	98411275	98412638	98411956.5
chr8	86528396	86528806	86528601.0
chr7	134591998	134592902	134592450.0
chr11	116713665	116715210	116714437.5
chr5	137547969	137548443	137548206.0
chr14	52876955	52877935	52877445.0
chr19	7557170	7558072	7557621.0
chr5	111308591	111308947	111308769.0
chr2	34609790	34610114	34609952.0
chr8	107088848	107089105	107088976.5
chr1	84834940	84835722	84835331.0
chr16	30550284	30551066	30550675.0
chr8	72240267	72241233	72240750.0
chr2	122060222	122061045	122060633.5
chr18	68403914	68404387	68404150.5
chr7	6106906	6108030	6107468.0
chrX	70960945	70961167	70961056.0
chr11	101519567	101520430	101519998.5
chr4	116985339	116985957	116985648.0
chr15	78869371	78869634	78869502.5
chr4	9595552	9596696	9596124.0
chr4	136025278	136025840	136025559.0
chr14	76932633	76933183	76932908.0
chr6	8295604	8295741	8295672.5
chr7	4088338	4089216	4088777.0
chr15	68089136	68090959	68090047.5
chr2	34760257	34761126	34760691.5
chr3	68929763	68930190	68929976.5
chr6	73199158	73199399	73199278.5
chr6	70718809	70719102	70718955.5
chr17	95148448	95148652	95148550.0
chr5	104450747	104451322	104451034.5
chr17	27691848	27693050	27692449.0
chr10	41209877	41210588	41210232.5
chr3	51200324	51200954	51200639.0
chr14	28241589	28242902	28242245.5
chr4	142801907	142803002	142802454.5
chr7	133344256	133344660	133344458.0
chr12	103150588	103151892	103151240.0
chr14	57286709	57287249	57286979.0
chr1	16094179	16094627	16094403.0
chr3	96218119	96218892	96218505.5
chr16	42874925	42876614	42875769.5
chr1	102076663	102076983	102076823.0
chr7	28337973	28338414	28338193.5
chr2	51927259	51928905	51928082.0
chr7	80662334	80662803	80662568.5
chr8	35209343	35210292	35209817.5
chr16	32638565	32638874	32638719.5
chr6	71858623	71859157	71858890.0
chr1	39592304	39593192	39592748.0
chr13	19711108	19711888	19711498.0
chr3	89612640	89612790	89612715.0
chr15	88721116	88721807	88721461.5
chr9	47337715	47338794	47338254.5
chr16	18066179	18067051	18066615.0
chr8	73117889	73119057	73118473.0
chrX	103206614	103207869	103207241.5
chr19	60655978	60657213	60656595.5
chr19	6077113	6077370	6077241.5
chr15	84818307	84818882	84818594.5
chrX	98624169	98624359	98624264.0
chr3	105761138	105761432	105761285.0
chrX	132287446	132287700	132287573.0
chr7	149246662	149247341	149247001.5
chr19	7044197	7044438	7044317.5
chr8	126448659	126448988	126448823.5
chr11	43494838	43496426	43495632.0
chr5	33014737	33015969	33015353.0
chr2	74663562	74664514	74664038.0
chr5	122872084	122872274	122872179.0
chr9	107672907	107673561	107673234.0
chr2	152740247	152740525	152740386.0
chr2	25211781	25212029	25211905.0
chr16	42874617	42874847	42874732.0
chr6	95668057	95669354	95668705.5
chr17	64680594	64682058	64681326.0
chr1	181598084	181598802	181598443.0
chr16	31948323	31948946	31948634.5
chr10	95543169	95543849	95543509.0
chr2	32985793	32987619	32986706.0
chr7	30879706	30880408	30880057.0
chrX	70163243	70164318	70163780.5
chr14	70559519	70559818	70559668.5
chr17	71352125	71352291	71352208.0
chr8	86175835	86177038	86176436.5
chr15	43308462	43309311	43308886.5
chr5	136674699	136675002	136674850.5
chr11	107847313	107847467	107847390.0
chr10	30319877	30320904	30320390.5
chr2	117089584	117089829	117089706.5
chr6	85911022	85911838	85911430.0
chr4	34561875	34562491	34562183.0
chr11	106361977	106363189	106362583.0
chrX	7305006	7306019	7305512.5
chr4	48137260	48138275	48137767.5
chr5	136409749	136411130	136410439.5
chr11	115464828	115465542	115465185.0
chr12	112216693	112217779	112217236.0
chr19	25035956	25036492	25036224.0
chr5	25004513	25005765	25005139.0
chr19	5294985	5295744	5295364.5
chr16	31274833	31275563	31275198.0
chr7	88137811	88138649	88138230.0
chr6	85865545	85866477	85866011.0
chr2	91076776	91076975	91076875.5
chr11	70658078	70658390	70658234.0
chrX	45947190	45948020	45947605.0
chr17	29650270	29650400	29650335.0
chr9	103904173	103905637	103904905.0
chr4	35047095	35047438	35047266.5
chr3	95392507	95393082	95392794.5
chr4	118293266	118293558	118293412.0
chr14	118535925	118536909	118536417.0
chrX	45997423	45997609	45997516.0
chr4	147242397	147243045	147242721.0
chr1	191745919	191746575	191746247.0
chr16	3743330	3744787	3744058.5
chr7	30968891	30969317	30969104.0
chr17	85418297	85418411	85418354.0
chr16	17069800	17070571	17070185.5
chr6	30459196	30459939	30459567.5
chrX	97675752	97675995	97675873.5
chr19	47211533	47211901	47211717.0
chr10	43260272	43260991	43260631.5
chr17	3084927	3085096	3085011.5
chr7	118172121	118172966	118172543.5
chr4	10934150	10935444	10934797.0
chr5	123973874	123974831	123974352.5
chr17	5190499	5190685	5190592.0
chr14	48268725	48269158	48268941.5
chr19	45634704	45634867	45634785.5
chr8	73992756	73993253	73993004.5
chr11	97643625	97643884	97643754.5
chr15	85641513	85641949	85641731.0
chr19	26679032	26679826	26679429.0
chr19	37450491	37451135	37450813.0
chr16	33251161	33252066	33251613.5
chr5	24035929	24036185	24036057.0
chr15	101930444	101931330	101930887.0
chr2	152119440	152119975	152119707.5
chr17	79336056	79336836	79336446.0
chr15	75910799	75911546	75911172.5
chr5	34278399	34279463	34278931.0
chr11	78059591	78059818	78059704.5
chr9	50547348	50547815	50547581.5
chr2	126701480	126702268	126701874.0
chr9	118584025	118584253	118584139.0
chr5	29521870	29522846	29522358.0
chr2	52600669	52602164	52601416.5
chr11	75993036	75993231	75993133.5
chr11	118280062	118280609	118280335.5
chrX	3846689	3846846	3846767.5
chr11	10629185	10629493	10629339.0
chr15	81575385	81575671	81575528.0
chr13	58576870	58577165	58577017.5
chr17	21520378	21521172	21520775.0
chr17	27772127	27772491	27772309.0
chr11	109159127	109159706	109159416.5
chr8	86186198	86186673	86186435.5
chr8	93837012	93837745	93837378.5
chr19	8945721	8946376	8946048.5
chr3	27052398	27053157	27052777.5
chr11	115273976	115275377	115274676.5
chr6	3397463	3397729	3397596.0
chr7	134041645	134041979	134041812.0
chr19	4625293	4626009	4625651.0
chr4	128639497	128639907	128639702.0
chr19	5456982	5457746	5457364.0
chr19	61275178	61275802	61275490.0
chr9	36574652	36575851	36575251.5
chr9	65044623	65044845	65044734.0
chr9	111192101	111192731	111192416.0
chr9	31087191	31089021	31088106.0
chrX	106028871	106029327	106029099.0
chr3	96239398	96240035	96239716.5
chr7	139926711	139927456	139927083.5
chr10	22450715	22451638	22451176.5
chr13	73673872	73674574	73674223.0
chr2	139891936	139893096	139892516.0
chr13	81849654	81851463	81850558.5
chr4	57794856	57795342	57795099.0
chr11	5737387	5738254	5737820.5
chr17	24754965	24755135	24755050.0
chr15	97975979	97976270	97976124.5
chr5	92511895	92513111	92512503.0
chr10	75904943	75905229	75905086.0
chr5	110876774	110878332	110877553.0
chr14	20110618	20110793	20110705.5
chr9	110310423	110311193	110310808.0
chr18	75159790	75159943	75159866.5
chr11	53163832	53164714	53164273.0
chr5	7277186	7277338	7277262.0
chr17	30141179	30142081	30141630.0
chr13	81879887	81880157	81880022.0
chr16	57606482	57607101	57606791.5
chr9	106062128	106062560	106062344.0
chr11	60987760	60989163	60988461.5
chr6	29935027	29935512	29935269.5
chr3	97432630	97433136	97432883.0
chr7	20093874	20094177	20094025.5
chr19	41556677	41557871	41557274.0
chr7	67637263	67637747	67637505.0
chr6	116144203	116144359	116144281.0
chr15	80534767	80535050	80534908.5
chr14	54414895	54415099	54414997.0
chr9	26806697	26807415	26807056.0
chr5	107003138	107003588	107003363.0
chr11	117219609	117219894	117219751.5
chr9	65756265	65756525	65756395.0
chr11	84693275	84694112	84693693.5
chr1	93295241	93295698	93295469.5
chr2	112332610	112333830	112333220.0
chr6	90937755	90939559	90938657.0
chr14	45970445	45971511	45970978.0
chr8	41392927	41394087	41393507.0
chr4	133637467	133638340	133637903.5
chr15	78682326	78682484	78682405.0
chr4	148819373	148819856	148819614.5
chr5	112771966	112772187	112772076.5
chr11	72608770	72609392	72609081.0
chr16	38562576	38563308	38562942.0
chr2	115406931	115408227	115407579.0
chr16	44358044	44358346	44358195.0
chr17	35272004	35272267	35272135.5
chr11	78564800	78565362	78565081.0
chr5	125752012	125752233	125752122.5
chr3	62310403	62311134	62310768.5
chr4	155177415	155177997	155177706.0
chr5	130417047	130418607	130417827.0
chr2	122069650	122069915	122069782.5
chr6	72499067	72499546	72499306.5
chrX	34731022	34732041	34731531.5
chr2	157164477	157164645	157164561.0
chr7	31374518	31374742	31374630.0
chr11	79955542	79955786	79955664.0
chr14	123381734	123382826	123382280.0
chr7	25918189	25918630	25918409.5
chr10	80522835	80523273	80523054.0
chr17	50431928	50433105	50432516.5
chr9	107807112	107807361	107807236.5
chr16	38549781	38550447	38550114.0
chr3	121655787	121656514	121656150.5
chr14	52810470	52810688	52810579.0
chr17	24940983	24941279	24941131.0
chr11	120766789	120766986	120766887.5
chr4	132288094	132288628	132288361.0
chr9	21043477	21043887	21043682.0
chr10	41238822	41239692	41239257.0
chr8	3535887	3536045	3535966.0
chr7	3655421	3655772	3655596.5
chr5	110659649	110660556	110660102.5
chr5	108304000	108304222	108304111.0
chrX	98727702	98728505	98728103.5
chr11	96838435	96839520	96838977.5
chrX	13422628	13424322	13423475.0
chrX	70961204	70962576	70961890.0
chr10	114799005	114799905	114799455.0
chr5	130698699	130698918	130698808.5
chr14	55495081	55496514	55495797.5
chr8	80041143	80042334	80041738.5
chr16	3122675	3123181	3122928.0
chrX	160465634	160466406	160466020.0
chr18	67934100	67935275	67934687.5
chr8	4165820	4167057	4166438.5
chr9	99157333	99157522	99157427.5
chr11	120051190	120051578	120051384.0
chr12	103995649	103996668	103996158.5
chr3	138737256	138739041	138738148.5
chr15	59220851	59221077	59220964.0
chr2	22599878	22600624	22600251.0
chr2	73706230	73706477	73706353.5
chr2	156218635	156218756	156218695.5
chr2	103986197	103986540	103986368.5
chr17	45822626	45823559	45823092.5
chr5	36872726	36873436	36873081.0
chr15	102212067	102212293	102212180.0
chr9	44145936	44146135	44146035.5
chr4	137838742	137839073	137838907.5
chr4	155571715	155572369	155572042.0
chr2	127412796	127413429	127413112.5
chr13	119175164	119176470	119175817.0
chr4	53452802	53453906	53453354.0
chr9	95854687	95855969	95855328.0
chr11	115396792	115397910	115397351.0
chrX	65931077	65932781	65931929.0
chr19	41876233	41876814	41876523.5
chr7	100052048	100052481	100052264.5
chr7	112098312	112099008	112098660.0
chr8	108939060	108939856	108939458.0
chr7	133415582	133416555	133416068.5
chr5	139625261	139626956	139626108.5
chr8	113823403	113823710	113823556.5
chr11	51353145	51353469	51353307.0
chr14	32898353	32899258	32898805.5
chr9	122859637	122860541	122860089.0
chr5	125048569	125048871	125048720.0
chr2	165739829	165740027	165739928.0
chr3	135103225	135103450	135103337.5
chr5	137942829	137944520	137943674.5
chr18	14941377	14942597	14941987.0
chr1	134930268	134930964	134930616.0
chr7	52844550	52844939	52844744.5
chr5	90768700	90768944	90768822.0
chr10	41529339	41530428	41529883.5
chr2	5871885	5872280	5872082.5
chr3	137654168	137654481	137654324.5
chrX	34300962	34301170	34301066.0
chr11	76015347	76016117	76015732.0
chr7	19842720	19843038	19842879.0
chr12	88606817	88608222	88607519.5
chr17	66425549	66427001	66426275.0
chr16	84735101	84736379	84735740.0
chr8	86760853	86761491	86761172.0
chr5	97327189	97327410	97327299.5
chr8	85855775	85856017	85855896.0
chr11	4034971	4035428	4035199.5
chr11	57614644	57615662	57615153.0
chr2	167505506	167505669	167505587.5
chr7	50835313	50835552	50835432.5
chr11	60691707	60692772	60692239.5
chr13	75935111	75935727	75935419.0
chr1	157005559	157006473	157006016.0
chr3	10342316	10343058	10342687.0
chr8	26950667	26951724	26951195.5
chr7	4740285	4741048	4740666.5
chr15	25551718	25553205	25552461.5
chr7	132850499	132851853	132851176.0
chr16	33056179	33056636	33056407.5
chrX	57656145	57658335	57657240.0
chr15	103012615	103013107	103012861.0
chr7	113357396	113357635	113357515.5
chrX	7151110	7152173	7151641.5
chr14	79825883	79827533	79826708.0
chr8	8689590	8690745	8690167.5
chr10	77927185	77928105	77927645.0
chr1	145635812	145636005	145635908.5
chr7	118058058	118058435	118058246.5
chr17	8475707	8476122	8475914.5
chr19	56896309	56897318	56896813.5
chr10	30337814	30338618	30338216.0
chr14	70204935	70205645	70205290.0
chr18	61336074	61337234	61336654.0
chr11	59041625	59042128	59041876.5
chr14	27354292	27354644	27354468.0
chr6	113432394	113433644	113433019.0
chr4	41221622	41222882	41222252.0
chr15	93228120	93229140	93228630.0
chr7	123586456	123587749	123587102.5
chr11	77326671	77326904	77326787.5
chr17	34973770	34974281	34974025.5
chr13	104899075	104900613	104899844.0
chr9	74918284	74920097	74919190.5
chr9	26836519	26837038	26836778.5
chr2	120556599	120557593	120557096.0
chr14	103497957	103499170	103498563.5
chr3	30867573	30868524	30868048.5
chr2	26788795	26789586	26789190.5
chr7	19575876	19576189	19576032.5
chr15	94419636	94420577	94420106.5
chr13	23654049	23654593	23654321.0
chr3	94642061	94642391	94642226.0
chrX	20194097	20195490	20194793.5
chr2	17969036	17969864	17969450.0
chr12	8214783	8215307	8215045.0
chr16	90727132	90728223	90727677.5
chr19	8894172	8895125	8894648.5
chr7	71193231	71194212	71193721.5
chr10	127586607	127587052	127586829.5
chr2	109730694	109731599	109731146.5
chr19	10955699	10956371	10956035.0
chr3	89855691	89855992	89855841.5
chr7	73806696	73806852	73806774.0
chr11	98697991	98698194	98698092.5
chr10	90523475	90523839	90523657.0
chr2	119613148	119613417	119613282.5
chr6	38942082	38942281	38942181.5
chr7	50568138	50569050	50568594.0
chr14	102039320	102040120	102039720.0
chr11	17111233	17112243	17111738.0
chr3	89032169	89032447	89032308.0
chr1	156853705	156854134	156853919.5
chr2	90757138	90758469	90757803.5
chr11	104890434	104890559	104890496.5
chr13	21325652	21326493	21326072.5
chr1	170362086	170362894	170362490.0
chrX	159266970	159267941	159267455.5
chr9	50411820	50412407	50412113.5
chr14	59819514	59820837	59820175.5
chr16	46009831	46011246	46010538.5
chr7	28376522	28377541	28377031.5
chr19	43645524	43645754	43645639.0
chr2	80478680	80479654	80479167.0
chr2	29979967	29980420	29980193.5
chr11	78348952	78349241	78349096.5
chr2	130275628	130276504	130276066.0
chr11	93829138	93830049	93829593.5
chr8	81034097	81034350	81034223.5
chr17	71339336	71340729	71340032.5
chr11	86070972	86071489	86071230.5
chr12	34114228	34115075	34114651.5
chrX	132602324	132603152	132602738.0
chr6	88396165	88396726	88396445.5
chr3	90312840	90313687	90313263.5
chr4	11083097	11083964	11083530.5
chr2	62483816	62484537	62484176.5
chr9	53481778	53481979	53481878.5
chr6	57484534	57485338	57484936.0
chr17	35089615	35089798	35089706.5
chr19	4793611	4794406	4794008.5
chr17	26250177	26250329	26250253.0
chr12	29334151	29334770	29334460.5
chr5	147042409	147043601	147043005.0
chr3	100725798	100726661	100726229.5
chr12	70993485	70994627	70994056.0
chr13	44825531	44826778	44826154.5
chr5	138629046	138629511	138629278.5
chr2	167318271	167318782	167318526.5
chr14	70998741	70999963	70999352.0
chr3	85690840	85691937	85691388.5
chr2	57033907	57034895	57034401.0
chr8	8659676	8662250	8660963.0
chr2	31007712	31007945	31007828.5
chr16	95923367	95924564	95923965.5
chr1	37476315	37476588	37476451.5
chr11	61318210	61318774	61318492.0
chr5	107003602	107003976	107003789.0
chr8	119444851	119446131	119445491.0
chr2	6365802	6366121	6365961.5
chr3	157587560	157588494	157588027.0
chr9	55785473	55786158	55785815.5
chr17	66450293	66451378	66450835.5
chr9	43874824	43875337	43875080.5
chr11	107407871	107409731	107408801.0
chr5	143656267	143657270	143656768.5
chr16	20498489	20499404	20498946.5
chr14	56290429	56291278	56290853.5
chr18	61797388	61798179	61797783.5
chr13	67914595	67915256	67914925.5
chr5	151467585	151468652	151468118.5
chr14	9119137	9119462	9119299.5
chr2	163896050	163897150	163896600.0
chr14	21514067	21515085	21514576.0
chr15	101896525	101896666	101896595.5
chr17	25928723	25929136	25928929.5
chrX	73120233	73120843	73120538.0
chr5	36826415	36827553	36826984.0
chr7	53069159	53070272	53069715.5
chr11	100333765	100333918	100333841.5
chr2	69484886	69485553	69485219.5
chr11	75992829	75992993	75992911.0
chr4	91042959	91043664	91043311.5
chr13	67209014	67209797	67209405.5
chr11	117709898	117710718	117710308.0
chr19	55407188	55407426	55407307.0
chr6	113481327	113481790	113481558.5
chr17	8357888	8358708	8358298.0
chr19	53132501	53133705	53133103.0
chr13	97960453	97960633	97960543.0
chr8	4324567	4325574	4325070.5
chr11	58115576	58116491	58116033.5
chr2	180436591	180436997	180436794.0
chr9	50411627	50411777	50411702.0
chr8	47702237	47703414	47702825.5
chr1	58852398	58852600	58852499.0
chr15	84242968	84243195	84243081.5
chr11	77500648	77500854	77500751.0
chr11	120166234	120166863	120166548.5
chr14	69780212	69780325	69780268.5
chr18	63851392	63852435	63851913.5
chr4	148274744	148275311	148275027.5
chr5	135499084	135499523	135499303.5
chr11	4795161	4795592	4795376.5
chr2	155298986	155299254	155299120.0
chr16	17201271	17201742	17201506.5
chr2	112341232	112341927	112341579.5
chr12	80190139	80190833	80190486.0
chr9	66359254	66360525	66359889.5
chr2	56975508	56975675	56975591.5
chr9	21117825	21118166	21117995.5
chr8	107057959	107058915	107058437.0
chr6	8458924	8460540	8459732.0
chr5	123489092	123489525	123489308.5
chr3	94818547	94820519	94819533.0
chr18	53335705	53336783	53336244.0
chr5	111759389	111760054	111759721.5
chr15	76308481	76308677	76308579.0
chr4	139130032	139130680	139130356.0
chrX	161417744	161419420	161418582.0
chr7	138703532	138704226	138703879.0
chr8	74045535	74045898	74045716.5
chr1	173432453	173433396	173432924.5
chr5	139758248	139758482	139758365.0
chr3	35591977	35592237	35592107.0
chr1	167050563	167050808	167050685.5
chr8	87823151	87824144	87823647.5
chr3	107076837	107077067	107076952.0
chr18	32227012	32227977	32227494.5
chr17	28622951	28623337	28623144.0
chr14	65716412	65717226	65716819.0
chr2	180323749	180324270	180324009.5
chr11	68753123	68753484	68753303.5
chr2	32218840	32219186	32219013.0
chr7	148599270	148599625	148599447.5
chr19	4942425	4943264	4942844.5
chr11	78311117	78311489	78311303.0
chr18	81134803	81135279	81135041.0
chr8	85965934	85966747	85966340.5
chr16	75343601	75343762	75343681.5
chr10	80695603	80696260	80695931.5
chr9	63246620	63247483	63247051.5
chr4	133101641	133102173	133101907.0
chr15	38230196	38231736	38230966.0
chr9	96254242	96254633	96254437.5
chr19	29175337	29176199	29175768.0
chr2	32582922	32583375	32583148.5
chr1	182570750	182572145	182571447.5
chr11	43239472	43240344	43239908.0
chr12	81135606	81136313	81135959.5
chr2	130099744	130100563	130100153.5
chr11	23794495	23795453	23794974.0
chr11	118946985	118947839	118947412.0
chr7	30983779	30984015	30983897.0
chr7	118064513	118064743	118064628.0
chr2	43529185	43529456	43529320.5
chr1	134942440	134943026	134942733.0
chr5	144950987	144951428	144951207.5
chr15	41662181	41662718	41662449.5
chr16	87495620	87496606	87496113.0
chr9	110183728	110183901	110183814.5
chr15	79572893	79573290	79573091.5
chr2	180007653	180008719	180008186.0
chr11	116975866	116976785	116976325.5
chr9	72487674	72488455	72488064.5
chr4	124614038	124614366	124614202.0
chr17	45692468	45692741	45692604.5
chr5	107124784	107126034	107125409.0
chr1	67085120	67085615	67085367.5
chr4	108952647	108953757	108953202.0
chr12	32339379	32340302	32339840.5
chr4	44769320	44769849	44769584.5
chr4	45026526	45026805	45026665.5
chr7	138009058	138010206	138009632.0
chr11	50244093	50244719	50244406.0
chr13	70776155	70777424	70776789.5
chr1	133078274	133078531	133078402.5
chr2	75819433	75820159	75819796.0
chr9	88375732	88378295	88377013.5
chr5	142842969	142843967	142843468.0
chr14	37947814	37948762	37948288.0
chr7	17199652	17201215	17200433.5
chr12	85958035	85958622	85958328.5
chr11	69208772	69209084	69208928.0
chr7	4894837	4895156	4894996.5
chrY	2787892	2791530	2789711.0
chr17	36106252	36107300	36106776.0
chr2	32279517	32279819	32279668.0
chr13	109087827	109088296	109088061.5
chr19	10763043	10763976	10763509.5
chr11	93856413	93857980	93857196.5
chr10	81545843	81546166	81546004.5
chr2	39045457	39046774	39046115.5
chr6	11875533	11876650	11876091.5
chr11	96690709	96691860	96691284.5
chr10	126337803	126338585	126338194.0
chr10	5958905	5960176	5959540.5
chr2	152240215	152240897	152240556.0
chr3	32607100	32608338	32607719.0
chr17	56031044	56031928	56031486.0
chr19	23761543	23762441	23761992.0
chr2	39228615	39228961	39228788.0
chr7	88973672	88974834	88974253.0
chr9	21314096	21315360	21314728.0
chr5	90652471	90653558	90653014.5
chr6	72294845	72295321	72295083.0
chr6	3349361	3349707	3349534.0
chr11	58144027	58144829	58144428.0
chr18	39152102	39153590	39152846.0
chr7	26022404	26023690	26023047.0
chr15	97923271	97924145	97923708.0
chr7	16506912	16508271	16507591.5
chr2	104418210	104418517	104418363.5
chr8	73389264	73390300	73389782.0
chr1	34899269	34900156	34899712.5
chr16	62846094	62847315	62846704.5
chr13	120251176	120251891	120251533.5
chr9	37420707	37421780	37421243.5
chr6	39674624	39675793	39675208.5
chr17	63673727	63673834	63673780.5
chr7	134565182	134565752	134565467.0
chr2	27370251	27370796	27370523.5
chr11	100980865	100981781	100981323.0
chr11	62743562	62743744	62743653.0
chr1	181575829	181576112	181575970.5
chr18	70811859	70812168	70812013.5
chr9	36604244	36605134	36604689.0
chr11	95120419	95120918	95120668.5
chr15	101981119	101981256	101981187.5
chr17	25960508	25960669	25960588.5
chr14	62057962	62058509	62058235.5
chr14	68550654	68551997	68551325.5
chr12	21378941	21380091	21379516.0
chr15	78971448	78971847	78971647.5
chr12	88287838	88288549	88288193.5
chr2	120675488	120676755	120676121.5
chr11	5161320	5162101	5161710.5
chr4	115822523	115823450	115822986.5
chr13	67161609	67162291	67161950.0
chr7	134887755	134888147	134887951.0
chr6	86682777	86683760	86683268.5
chr1	66863002	66863407	66863204.5
chr8	109590028	109590321	109590174.5
chr16	8637303	8638186	8637744.5
chr11	52045107	52045822	52045464.5
chr13	55694178	55694606	55694392.0
chr7	52409562	52410094	52409828.0
chr2	173562806	173563526	173563166.0
chr3	57650613	57652269	57651441.0
chr5	23332518	23332699	23332608.5
chr11	80592832	80593840	80593336.0
chr14	58283150	58284334	58283742.0
chr3	19210354	19211939	19211146.5
chr9	22126865	22127128	22126996.5
chr15	83998012	83998899	83998455.5
chr2	30997235	30997988	30997611.5
chr4	138936223	138936919	138936571.0
chr1	36309799	36309945	36309872.0
chr11	106116853	106117248	106117050.5
chr1	121422176	121423274	121422725.0
chr1	94370052	94371227	94370639.5
chr14	32064168	32065024	32064596.0
chr11	90399843	90400229	90400036.0
chr12	70825492	70826373	70825932.5
chr19	24248476	24249123	24248799.5
chr8	127186610	127187669	127187139.5
chrX	53862575	53863774	53863174.5
chr4	48168813	48169235	48169024.0
chr9	56785047	56785610	56785328.5
chr9	69300933	69301970	69301451.5
chr17	57074378	57075491	57074934.5
chr8	113580015	113581215	113580615.0
chr8	81032096	81033413	81032754.5
chr2	132527241	132527816	132527528.5
chr18	13131339	13133134	13132236.5
chr2	25110791	25111262	25111026.5
chr3	101407784	101409082	101408433.0
chr18	44987804	44988815	44988309.5
chr7	133343156	133343637	133343396.5
chr19	44014452	44014892	44014672.0
chr14	55045569	55046024	55045796.5
chr1	172562551	172562832	172562691.5
chr3	67177798	67178222	67178010.0
chr11	115473757	115474447	115474102.0
chr8	72696128	72696546	72696337.0
chr18	85867290	85867820	85867555.0
chr13	120217488	120218595	120218041.5
chrX	7722278	7723236	7722757.0
chr1	64578485	64580280	64579382.5
chr14	37781376	37782545	37781960.5
chr8	108861506	108862425	108861965.5
chr14	61791283	61792434	61791858.5
chr7	29652779	29652976	29652877.5
chr5	110224957	110225971	110225464.0
chr15	76308222	76308419	76308320.5
chr5	111082092	111082600	111082346.0
chr15	76469739	76470598	76470168.5
chrX	137013778	137014209	137013993.5
chr6	83864164	83865173	83864668.5
chr2	181099601	181101043	181100322.0
chr3	121587846	121588113	121587979.5
chr9	44041205	44042521	44041863.0
chrX	71499486	71500540	71500013.0
chr4	40894915	40895816	40895365.5
chr11	59005072	59005655	59005363.5
chr2	162842621	162843023	162842822.0
chr15	81415342	81416941	81416141.5
chr2	22894753	22896055	22895404.0
chr3	94247049	94247751	94247400.0
chr17	56218308	56219643	56218975.5
chr9	21602691	21603737	21603214.0
chr18	69752857	69753483	69753170.0
chr18	10052279	10052802	10052540.5
chr2	69699176	69699392	69699284.0
chr19	21852421	21853652	21853036.5
chrX	148667144	148667617	148667380.5
chr15	85662551	85663071	85662811.0
chr5	93521840	93523115	93522477.5
chr14	20642717	20643268	20642992.5
chr9	72886977	72887742	72887359.5
chr10	41169846	41170461	41170153.5
chr1	66909245	66910160	66909702.5
chr17	46339361	46340126	46339743.5
chr8	113370834	113371134	113370984.0
chrX	91430591	91430895	91430743.0
chr8	72566494	72567181	72566837.5
chr15	82059981	82060102	82060041.5
chr16	16358560	16359470	16359015.0
chr1	173004488	173004732	173004610.0
chr16	4885765	4885914	4885839.5
chr1	66863421	66864837	66864129.0
chr6	117775480	117775691	117775585.5
chr14	103531314	103531560	103531437.0
chr4	3894713	3895051	3894882.0
chr2	121267977	121268505	121268241.0
chr9	80011932	80013331	80012631.5
chr13	110693002	110694008	110693505.0
chr11	102156430	102156858	102156644.0
chr3	54915829	54916724	54916276.5
chr17	29144526	29145281	29144903.5
chr3	127598646	127599646	127599146.0
chr11	120209522	120210434	120209978.0
chr19	46764308	46764783	46764545.5
