chr	start	stop	centre
chr6	88415019	88415978	88415498.5
chr2	30627171	30628805	30627988.0
chr19	6334338	6335983	6335160.5
chr1	87790881	87791470	87791175.5
chrX	17738684	17741831	17740257.5
chr11	69571279	69573247	69572263.0
chr6	120782020	120782711	120782365.5
chr18	24178229	24179915	24179072.0
chrX	54023129	54023432	54023280.5
chr18	4199128	4199486	4199307.0
chr15	74753935	74754223	74754079.0
chr5	34124562	34125793	34125177.5
chr16	30309452	30310058	30309755.0
chr9	20608690	20608965	20608827.5
chr8	122637392	122638671	122638031.5
chr1	74285644	74286616	74286130.0
chr7	87520101	87520722	87520411.5
chr11	79066625	79068625	79067625.0
chr11	62427158	62427505	62427331.5
chr11	116476839	116477819	116477329.0
chr4	109148319	109149680	109148999.5
chr13	59657929	59659228	59658578.5
chr7	125258486	125260700	125259593.0
chr10	126497063	126497790	126497426.5
chr17	5890425	5890870	5890647.5
chr1	193397768	193400442	193399105.0
chr15	38464943	38465639	38465291.0
chr5	13959667	13959971	13959819.0
chr10	94976999	94978752	94977875.5
chr6	52653054	52653681	52653367.5
chr1	183162381	183163176	183162778.5
chr6	56860853	56861598	56861225.5
chr2	170048391	170048790	170048590.5
chr6	117866561	117868350	117867455.5
chr11	115991541	115992666	115992103.5
chr11	101593808	101595072	101594440.0
chr14	79962620	79962952	79962786.0
chr4	33037555	33038126	33037840.5
chr1	155333144	155335289	155334216.5
chr7	52417286	52417891	52417588.5
chr4	11015553	11016481	11016017.0
chr2	151319582	151320632	151320107.0
chr5	17334683	17335448	17335065.5
chrX	50358067	50358446	50358256.5
chr15	36252607	36253118	36252862.5
chr14	66901405	66901893	66901649.0
chrX	35944890	35945424	35945157.0
chr10	79601562	79602169	79601865.5
chr2	77511809	77512235	77512022.0
chr10	80819085	80822021	80820553.0
chr13	103695889	103696831	103696360.0
chr11	98468070	98468419	98468244.5
chrX	162607790	162608908	162608349.0
chr6	128709757	128711595	128710676.0
chr9	77597872	77599313	77598592.5
chr1	38185718	38187368	38186543.0
chr11	102440063	102440352	102440207.5
chr5	31189516	31191896	31190706.0
chr5	9264401	9264735	9264568.0
chr8	74000069	74000975	74000522.0
chr7	52714099	52716813	52715456.0
chrX	136172785	136173157	136172971.0
chr3	51219079	51221289	51220184.0
chr4	43888193	43888818	43888505.5
chr12	88066880	88067679	88067279.5
chr9	44387500	44387837	44387668.5
chr9	61970066	61971342	61970704.0
chr2	18918105	18920467	18919286.0
chr12	100800260	100800962	100800611.0
chr4	46501759	46503104	46502431.5
chr2	179962118	179962875	179962496.5
chr8	73046489	73047484	73046986.5
chrX	9324682	9324921	9324801.5
chr3	153262226	153262503	153262364.5
chr12	100801611	100802247	100801929.0
chr3	79799187	79800154	79799670.5
chr11	16908181	16909016	16908598.5
chr6	72211197	72211614	72211405.5
chr1	167558789	167559123	167558956.0
chr5	150443868	150444525	150444196.5
chr5	3801908	3804293	3803100.5
chr9	107970228	107970669	107970448.5
chr2	32007494	32008211	32007852.5
chr2	84517592	84519105	84518348.5
chr5	137774542	137775409	137774975.5
chr11	20100558	20102189	20101373.5
chr11	76891318	76892339	76891828.5
chr14	47917483	47919158	47918320.5
chr3	51415861	51416240	51416050.5
chr3	96404663	96405551	96405107.0
chr19	7132069	7132603	7132336.0
chr13	33165900	33166238	33166069.0
chr18	3004340	3006521	3005430.5
chr19	5053780	5054256	5054018.0
chr17	87929723	87930188	87929955.5
chr7	26063152	26065272	26064212.0
chr1	193658645	193659152	193658898.5
chr1	187325825	187326155	187325990.0
chr19	12039328	12041265	12040296.5
chr1	191580473	191581308	191580890.5
chr3	96433330	96434621	96433975.5
chr3	117571425	117572327	117571876.0
chr7	148573732	148574135	148573933.5
chr1	33870445	33871688	33871066.5
chr3	145238822	145240191	145239506.5
chr17	35878483	35879255	35878869.0
chr9	109995848	109996146	109995997.0
chr2	174278842	174279862	174279352.0
chr17	56601207	56602306	56601756.5
chr3	101354466	101356863	101355664.5
chr2	90452264	90452876	90452570.0
chr3	79431270	79433732	79432501.0
chr6	91399472	91400181	91399826.5
chr10	82482025	82482969	82482497.0
chr2	25283772	25284660	25284216.0
chr13	57773902	57774639	57774270.5
chr7	133919946	133920839	133920392.5
chr16	92566011	92566319	92566165.0
chrX	137082199	137082924	137082561.5
chr10	39848138	39849105	39848621.5
chr11	54771868	54772589	54772228.5
chr11	60165729	60167112	60166420.5
chr6	91054697	91055077	91054887.0
chr16	75753094	75753515	75753304.5
chr1	75464097	75464571	75464334.0
chr14	79851298	79852293	79851795.5
chr6	125522350	125523945	125523147.5
chr1	40323258	40323787	40323522.5
chrX	7708911	7710350	7709630.5
chr8	4677111	4679568	4678339.5
chr9	106300874	106301633	106301253.5
chr10	34016940	34017709	34017324.5
chr2	104333020	104335103	104334061.5
chr2	103323507	103325882	103324694.5
chr2	179970561	179972149	179971355.0
chr5	144406819	144407217	144407018.0
chr17	74678294	74679005	74678649.5
chr1	99639585	99640082	99639833.5
chr4	133737697	133738241	133737969.0
chr15	101052092	101052573	101052332.5
chr1	167806069	167806442	167806255.5
chr9	94456575	94457225	94456900.0
chr15	31382909	31383744	31383326.5
chr18	80365868	80367262	80366565.0
chr9	77764792	77765967	77765379.5
chr6	125039836	125040201	125040018.5
chr17	80882004	80882886	80882445.0
chr5	97451238	97451801	97451519.5
chr11	49807950	49808378	49808164.0
chr8	124471414	124472308	124471861.0
chr8	97422272	97422826	97422549.0
chr3	105727374	105727910	105727642.0
chr7	73345380	73346368	73345874.0
chr1	184447498	184447983	184447740.5
chr5	135869593	135870753	135870173.0
chr1	108692100	108693859	108692979.5
chr17	50593130	50593805	50593467.5
chr8	125134822	125136096	125135459.0
chr11	49975095	49975389	49975242.0
chrX	20148020	20148677	20148348.5
chr18	67364496	67366214	67365355.0
chr18	36953149	36954257	36953703.0
chr1	158350538	158351524	158351031.0
chr9	21068630	21070508	21069569.0
chr12	3425718	3428102	3426910.0
chr8	113457156	113457748	113457452.0
chr7	125955217	125955847	125955532.0
chr12	80020253	80020771	80020512.0
chr17	24995750	24996434	24996092.0
chr11	75492095	75493813	75492954.0
chr19	21450941	21452281	21451611.0
chr4	141348861	141350416	141349638.5
chr15	90055549	90056060	90055804.5
chr13	55611625	55612988	55612306.5
chr4	46430325	46430709	46430517.0
chr2	30938124	30938627	30938375.5
chr4	131399079	131399802	131399440.5
chr17	13003339	13003610	13003474.5
chr9	123016360	123016656	123016508.0
chr9	107238084	107238799	107238441.5
chr14	51577681	51578804	51578242.5
chrX	133549899	133550273	133550086.0
chr7	143007579	143008456	143008017.5
chr19	40887428	40888353	40887890.5
chr9	58504132	58504615	58504373.5
chr2	84730099	84730496	84730297.5
chr6	122208850	122209275	122209062.5
chr11	102254466	102254992	102254729.0
chrX	122847165	122847498	122847331.5
chr11	31745066	31745877	31745471.5
chr7	107997324	107997670	107997497.0
chr12	27099984	27100355	27100169.5
chr14	8598418	8598782	8598600.0
chr16	44745530	44746849	44746189.5
chr7	17644815	17647007	17645911.0
chr7	86516352	86516723	86516537.5
chr1	134161012	134161676	134161344.0
chr17	23677660	23678168	23677914.0
chr6	87800191	87801693	87800942.0
chr7	147221566	147223128	147222347.0
chr5	121055630	121056129	121055879.5
chr8	125429993	125430988	125430490.5
chr14	53610280	53610562	53610421.0
chr7	5011683	5014872	5013277.5
chr14	8849432	8849898	8849665.0
chr1	181481353	181482462	181481907.5
chr9	57477058	57477467	57477262.5
chr13	22025709	22026291	22026000.0
chr19	31156883	31157789	31157336.0
chr7	28239407	28240444	28239925.5
chr11	69427418	69427814	69427616.0
chr4	111336485	111336822	111336653.5
chr6	38911007	38911403	38911205.0
chr15	76161232	76162676	76161954.0
chr1	69836857	69837200	69837028.5
chr11	100575741	100576242	100575991.5
chr10	44275121	44275451	44275286.0
chr16	30426053	30426446	30426249.5
chr9	98199208	98200327	98199767.5
chrX	35987757	35988922	35988339.5
chr8	83392794	83393398	83393096.0
chr3	19550182	19551282	19550732.0
chr15	78773175	78773489	78773332.0
chrX	71550069	71551045	71550557.0
chr6	124762795	124764666	124763730.5
chr11	120328203	120329546	120328874.5
chr11	58030168	58030807	58030487.5
chr5	119064159	119064845	119064502.0
chr8	109206745	109207729	109207237.0
chr12	4724191	4724605	4724398.0
chr16	38346642	38347537	38347089.5
chr4	134486100	134487757	134486928.5
chr8	120072361	120072718	120072539.5
chr2	155349592	155349992	155349792.0
chr11	58795435	58795740	58795587.5
chr2	132338034	132338675	132338354.5
chr11	101032580	101032922	101032751.0
chr17	45643531	45644341	45643936.0
chrX	92906820	92907948	92907384.0
chr5	151443926	151444429	151444177.5
chr9	116083645	116085244	116084444.5
chr5	139063712	139064767	139064239.5
chr9	119846035	119847067	119846551.0
chr15	90995419	90995869	90995644.0
chr13	99086229	99087771	99087000.0
chr13	97967785	97968666	97968225.5
chr12	77938081	77939620	77938850.5
chr1	71142540	71143208	71142874.0
chr11	57765972	57766674	57766323.0
chr9	64693091	64693532	64693311.5
chr15	34996470	34996732	34996601.0
chr17	27093621	27094376	27093998.5
chr19	7338558	7338930	7338744.0
chr17	40930841	40931361	40931101.0
chr10	80958298	80960947	80959622.5
chr16	44172265	44174245	44173255.0
chr17	27069601	27070679	27070140.0
chr2	103279929	103280239	103280084.0
chr4	106285803	106287214	106286508.5
chr16	20140641	20141627	20141134.0
chr6	70659204	70660423	70659813.5
chr4	129262238	129262784	129262511.0
chr2	119567574	119568834	119568204.0
chr8	87363481	87364963	87364222.0
chr1	183790817	183791254	183791035.5
chr15	61815623	61820043	61817833.0
chr16	76341622	76342672	76342147.0
chr2	5545408	5545859	5545633.5
chr3	10241281	10242106	10241693.5
chr8	67470653	67471819	67471236.0
chr4	109570565	109571251	109570908.0
chr10	118203048	118203611	118203329.5
chr15	58757430	58758026	58757728.0
chr18	61314451	61315227	61314839.0
chr3	33979679	33980597	33980138.0
chr3	105702650	105703120	105702885.0
chr2	181428207	181428812	181428509.5
chr3	30886819	30887271	30887045.0
chr3	115417496	115418283	115417889.5
chr14	51762210	51762623	51762416.5
chr14	22087257	22087918	22087587.5
chr14	67690520	67691759	67691139.5
chr12	86113340	86115719	86114529.5
chr7	53127883	53129378	53128630.5
chr4	124449366	124450078	124449722.0
chr11	3435280	3435739	3435509.5
chr11	62351938	62352977	62352457.5
chr16	5202752	5204401	5203576.5
chr1	133032440	133033571	133033005.5
chrY	2888600	2889527	2889063.5
chr7	106623329	106623774	106623551.5
chr7	130251575	130252447	130252011.0
chr5	123677891	123678657	123678274.0
chr5	23958536	23959139	23958837.5
chr1	135014707	135015911	135015309.0
chr15	38213624	38213949	38213786.5
chr6	97154260	97156198	97155229.0
chr11	101326898	101327769	101327333.5
chr1	137032933	137033442	137033187.5
chr10	94878101	94880343	94879222.0
chr5	24360763	24361503	24361133.0
chr16	5254262	5256599	5255430.5
chr9	57488003	57488885	57488444.0
chr6	47543994	47546128	47545061.0
chr8	24148349	24149676	24149012.5
chr19	56513407	56514016	56513711.5
chr8	97507779	97509567	97508673.0
chr18	32683799	32685017	32684408.0
chr10	98187739	98188150	98187944.5
chrX	39372270	39373258	39372764.0
chr8	126001321	126002752	126002036.5
chrX	90919679	90921119	90920399.0
chr4	9532457	9533042	9532749.5
chr6	84335585	84336120	84335852.5
chr7	134851616	134852669	134852142.5
chr2	132512356	132513144	132512750.0
chr16	90810103	90811191	90810647.0
chr1	137363525	137363957	137363741.0
chr11	77907907	77908526	77908216.5
chr9	44094260	44096953	44095606.5
chrX	6952509	6953462	6952985.5
chr15	76210390	76211850	76211120.0
chr4	134908119	134910368	134909243.5
chr17	28313706	28314561	28314133.5
chr13	112660318	112660792	112660555.0
chr10	60954266	60955316	60954791.0
chr19	59052731	59053767	59053249.0
chr16	92787198	92787795	92787496.5
chr8	87835670	87836000	87835835.0
chr7	125847978	125849583	125848780.5
chr2	166520117	166520530	166520323.5
chr18	75526110	75527586	75526848.0
chr2	103796882	103797539	103797210.5
chr5	34975632	34976086	34975859.0
chr5	24193520	24193898	24193709.0
chr2	131877555	131877881	131877718.0
chr9	54798216	54799308	54798762.0
chr3	60276072	60277282	60276677.0
chr3	100291431	100294219	100292825.0
chr10	90629527	90630232	90629879.5
chr4	49491304	49491864	49491584.0
chr8	26126747	26128745	26127746.0
chr4	141100876	141103274	141102075.0
chrX	7374524	7374808	7374666.0
chr15	8361220	8361549	8361384.5
chr2	181302989	181303591	181303290.0
chr9	57005756	57006390	57006073.0
chr7	27585131	27585497	27585314.0
chr4	6441956	6442291	6442123.5
chr2	35355028	35355365	35355196.5
chr1	187940557	187941453	187941005.0
chr2	4483204	4484419	4483811.5
chr13	62725143	62725980	62725561.5
chr1	36126973	36128697	36127835.0
chr4	41034337	41035088	41034712.5
chr5	115140490	115141495	115140992.5
chr1	136390748	136391992	136391370.0
chr17	85588939	85589234	85589086.5
chr15	75730238	75730991	75730614.5
chr10	83979051	83979673	83979362.0
chr5	29962876	29963225	29963050.5
chr14	70552723	70553856	70553289.5
chr1	163893091	163893487	163893289.0
chr14	75045842	75046397	75046119.5
chr16	92057958	92058899	92058428.5
chr15	102156263	102157338	102156800.5
chr19	26744608	26745006	26744807.0
chr18	6739334	6739803	6739568.5
chr10	12671192	12671570	12671381.0
chr6	84832928	84833644	84833286.0
chr9	60393161	60393670	60393415.5
chr13	30075661	30078943	30077302.0
chr17	3195428	3195887	3195657.5
chr1	137009262	137009646	137009454.0
chr16	64841332	64842149	64841740.5
chr17	25362398	25363096	25362747.0
chr18	67624245	67624944	67624594.5
chr11	98571759	98572131	98571945.0
chr11	109480384	109480813	109480598.5
chr8	87509341	87510373	87509857.0
chr4	34497355	34499566	34498460.5
chr8	14887903	14891953	14889928.0
chr17	66233030	66235709	66234369.5
chr17	56764847	56765282	56765064.5
chr15	38472584	38474315	38473449.5
chr15	76090520	76090924	76090722.0
chr3	97704812	97705888	97705350.0
chr11	46255199	46255840	46255519.5
chr16	34036433	34037185	34036809.0
chr11	95669414	95670638	95670026.0
chr18	13099654	13100737	13100195.5
chr11	109446165	109446758	109446461.5
chr7	19671282	19671882	19671582.0
chr3	98699127	98699555	98699341.0
chr7	36344775	36345361	36345068.0
chr4	137772030	137774175	137773102.5
chr13	99032464	99033856	99033160.0
chr6	102850271	102850985	102850628.0
chr1	182498609	182499659	182499134.0
chrX	132705150	132707223	132706186.5
chr8	87254331	87255634	87254982.5
chr15	8281590	8281912	8281751.0
chr17	29646082	29646670	29646376.0
chr16	18288784	18290041	18289412.5
chrX	105010335	105012155	105011245.0
chr17	63542494	63543038	63542766.0
chr6	47730364	47731868	47731116.0
chr4	150030098	150030412	150030255.0
chr8	27279533	27279984	27279758.5
chrX	139415710	139416632	139416171.0
chr9	120495593	120495978	120495785.5
chr9	40877484	40878030	40877757.0
chr10	128049601	128050156	128049878.5
chr2	143806558	143807229	143806893.5
chr14	26341803	26342443	26342123.0
chr15	99705823	99706088	99705955.5
chr19	46402252	46403946	46403099.0
chr17	84131308	84131946	84131627.0
chr2	28456934	28458320	28457627.0
chr1	43590938	43591627	43591282.5
chr1	162141696	162144032	162142864.0
chr11	75262073	75262487	75262280.0
chr5	141082542	141084483	141083512.5
chrX	34184531	34185732	34185131.5
chr2	144284925	144285218	144285071.5
chr1	88507392	88508014	88507703.0
chr11	34540987	34541436	34541211.5
chr17	28651440	28651955	28651697.5
chr6	124705889	124706790	124706339.5
chr7	109713480	109714408	109713944.0
chr4	109103528	109103932	109103730.0
chr1	82596648	82597202	82596925.0
chr5	58148762	58149254	58149008.0
chr19	23214530	23217657	23216093.5
chr16	58449128	58449628	58449378.0
chr3	153493946	153495464	153494705.0
chr11	59074447	59075039	59074743.0
chr11	100598193	100598830	100598511.5
chr7	30073930	30074259	30074094.5
chr3	90177332	90177744	90177538.0
chr16	20516561	20518052	20517306.5
chr9	108698025	108698484	108698254.5
chr2	25869022	25870251	25869636.5
chr11	97205074	97205332	97205203.0
chr9	123568152	123568512	123568332.0
chr16	13754318	13755470	13754894.0
chr9	3327258	3328728	3327993.0
chr17	56752462	56753627	56753044.5
chr8	75877240	75877791	75877515.5
chr1	152960305	152960768	152960536.5
chr1	171461093	171462696	171461894.5
chr10	126787685	126788005	126787845.0
chr11	106253201	106253530	106253365.5
chr1	156887150	156887901	156887525.5
chr10	80730710	80731426	80731068.0
chr14	31833236	31833963	31833599.5
chr5	104138099	104138464	104138281.5
chr1	173310040	173310388	173310214.0
chr7	139742984	139743893	139743438.5
chr5	73282733	73283096	73282914.5
chr3	132972649	132974067	132973358.0
chr12	52967202	52967775	52967488.5
chr10	94381912	94382707	94382309.5
chr12	113181594	113183167	113182380.5
chr14	26216247	26217061	26216654.0
chr3	95462037	95463721	95462879.0
chr4	15192314	15194190	15193252.0
chr17	25937975	25938391	25938183.0
chr7	109053887	109055161	109054524.0
chr10	80638930	80640975	80639952.5
chr12	112088009	112089083	112088546.0
chr1	169298166	169299264	169298715.0
chr17	12393933	12394305	12394119.0
chr2	121274254	121276217	121275235.5
chr11	74390360	74391037	74390698.5
chr4	151413107	151414456	151413781.5
chr4	42962313	42963290	42962801.5
chr4	48057109	48059336	48058222.5
chr4	138685984	138687404	138686694.0
chr14	56261609	56262953	56262281.0
chr1	43883278	43885220	43884249.0
chr19	41910143	41910816	41910479.5
chr11	69727182	69728278	69727730.0
chr11	109417469	109417934	109417701.5
chr5	120960867	120961620	120961243.5
chr8	122849226	122849721	122849473.5
chr5	97380251	97381424	97380837.5
chr15	8579236	8579545	8579390.5
chr13	118011764	118012333	118012048.5
chrX	139438912	139439376	139439144.0
chr7	124537494	124537914	124537704.0
chr1	74350184	74351213	74350698.5
chr6	42214394	42216400	42215397.0
chr8	108088853	108090925	108089889.0
chr9	113824958	113825323	113825140.5
chr1	128230744	128231092	128230918.0
chr18	24417443	24417877	24417660.0
chrX	148761344	148762565	148761954.5
chr16	91646142	91649009	91647575.5
chr8	114395184	114395720	114395452.0
chr16	8806852	8807202	8807027.0
chr15	91082059	91083225	91082642.0
chr8	47559919	47560538	47560228.5
chr4	130270646	130271971	130271308.5
chr1	138324068	138324612	138324340.0
chr1	55085603	55086357	55085980.0
chr3	108533272	108533694	108533483.0
chrX	131290880	131291685	131291282.5
chr8	123094116	123094551	123094333.5
chr15	81640884	81642414	81641649.0
chr2	180659826	180660285	180660055.5
chr4	59047705	59048671	59048188.0
chr15	79157638	79159150	79158394.0
chr10	80645073	80646277	80645675.0
chr9	78435260	78436631	78435945.5
chr4	129496794	129498849	129497821.5
chr18	36675056	36675867	36675461.5
chr4	124321973	124322876	124322424.5
chr11	95547340	95547735	95547537.5
chr5	31014004	31014329	31014166.5
chr6	72230239	72230991	72230615.0
chr3	146424253	146424627	146424440.0
chr6	113554274	113555622	113554948.0
chr6	47780058	47780994	47780526.0
chr11	78141425	78142590	78142007.5
chr2	48669039	48670103	48669571.0
chrX	65687938	65688466	65688202.0
chr5	42159570	42160008	42159789.0
chr5	118944940	118945478	118945209.0
chr1	174306017	174307866	174306941.5
chr9	102524460	102524884	102524672.0
chr19	47592941	47594034	47593487.5
chr19	40663561	40664215	40663888.0
chr3	122686598	122688118	122687358.0
chr8	71730241	71730713	71730477.0
chr8	123033724	123034118	123033921.0
chr2	22813053	22813328	22813190.5
chr7	20254172	20254685	20254428.5
chr6	127527031	127528261	127527646.0
chr13	22003012	22003440	22003226.0
chr7	52596614	52597087	52596850.5
chr11	100599124	100600147	100599635.5
chr6	86520649	86521211	86520930.0
chr4	147183290	147184301	147183795.5
chr2	139989012	139989892	139989452.0
chr7	19510546	19510885	19510715.5
chr1	138428960	138429588	138429274.0
chr7	128877567	128877905	128877736.0
chr19	47141856	47143444	47142650.0
chr17	84104911	84106703	84105807.0
chr16	32941312	32941654	32941483.0
chr17	36179417	36180124	36179770.5
chr2	32167652	32168423	32168037.5
chr12	25330564	25331223	25330893.5
chr11	53137880	53138581	53138230.5
chr17	74737625	74739235	74738430.0
chr16	45025207	45025900	45025553.5
chr17	28373398	28374027	28373712.5
chr4	155134518	155136271	155135394.5
chr8	87187459	87188528	87187993.5
chr6	72329368	72330824	72330096.0
chr5	42809821	42810200	42810010.5
chr16	92369401	92369912	92369656.5
chr16	92696750	92699408	92698079.0
chr13	112702024	112702575	112702299.5
chr5	72573914	72574478	72574196.0
chr11	120840898	120842527	120841712.5
chr4	116493379	116494539	116493959.0
chr6	55273549	55275035	55274292.0
chr7	111348435	111348694	111348564.5
chr6	72848524	72850726	72849625.0
chr3	104475273	104476381	104475827.0
chr4	118107547	118108139	118107843.0
chr17	47026282	47028501	47027391.5
chr1	168083436	168083900	168083668.0
chr2	73367121	73367803	73367462.0
chr11	22898299	22898849	22898574.0
chrX	155691911	155694686	155693298.5
chr9	98501468	98502396	98501932.0
chr2	27997050	27997627	27997338.5
chr13	45499471	45500045	45499758.0
chr8	23508287	23509433	23508860.0
chr6	113252270	113252654	113252462.0
chrX	71244412	71245199	71244805.5
chr9	22271984	22273153	22272568.5
chr11	74360281	74361240	74360760.5
chr8	55592948	55593513	55593230.5
chr8	113969400	113969896	113969648.0
chr10	85515727	85516450	85516088.5
chr4	24571868	24572266	24572067.0
chr13	91510352	91511119	91510735.5
chr4	133715873	133716171	133716022.0
chr8	114255632	114256398	114256015.0
chr11	61825478	61825800	61825639.0
chr5	8892977	8896146	8894561.5
chr10	79603847	79605770	79604808.5
chr15	74539371	74540181	74539776.0
chr1	154626118	154626625	154626371.5
chr13	58374794	58376140	58375467.0
chr14	22560993	22561462	22561227.5
chr5	65106022	65106330	65106176.0
chr16	90167845	90168229	90168037.0
chr3	105618020	105618782	105618401.0
chr6	91113073	91114412	91113742.5
chr5	12922796	12923340	12923068.0
chr16	58522076	58524059	58523067.5
chr4	155108353	155109426	155108889.5
chr9	66351502	66352359	66351930.5
chr10	39976468	39979280	39977874.0
chr11	34272288	34272554	34272421.0
chr2	179853224	179855658	179854441.0
chr5	115685464	115686326	115685895.0
chr2	53641148	53641397	53641272.5
chr4	106660471	106660968	106660719.5
chr2	27837005	27838486	27837745.5
chr6	88851123	88853130	88852126.5
chr4	137307050	137308234	137307642.0
chr15	81845476	81847451	81846463.5
chr4	140703277	140704845	140704061.0
chr5	149320763	149321172	149320967.5
chr12	114357598	114358148	114357873.0
chr8	35163988	35164526	35164257.0
chr10	126506365	126508195	126507280.0
chr14	69943712	69944248	69943980.0
chr9	21806759	21808065	21807412.0
chr16	91551265	91551960	91551612.5
chr5	34868159	34869427	34868793.0
chr8	26737739	26738034	26737886.5
chr2	180313429	180313796	180313612.5
chr3	69525417	69527075	69526246.0
chr14	58364182	58365600	58364891.0
chr2	28451524	28451971	28451747.5
chr15	76157303	76158444	76157873.5
chr11	44342185	44343153	44342669.0
chr4	116357868	116358843	116358355.5
chr9	71333117	71334047	71333582.0
chr4	106925599	106926912	106926255.5
chr12	58330803	58332643	58331723.0
chr1	90378880	90379830	90379355.0
chrX	20195653	20196514	20196083.5
chr1	193641629	193642198	193641913.5
chr7	63270205	63271250	63270727.5
chr12	117518688	117520941	117519814.5
chr12	77469653	77472737	77471195.0
chr5	114357852	114359503	114358677.5
chr15	76406449	76408105	76407277.0
chr5	30289763	30290825	30290294.0
chr10	76673193	76674643	76673918.0
chr9	79640254	79641827	79641040.5
chr13	58621296	58621709	58621502.5
chr17	28045448	28046954	28046201.0
chr11	105450552	105451696	105451124.0
chr15	78765061	78765922	78765491.5
chr7	137689893	137691289	137690591.0
chr12	107144775	107145368	107145071.5
chr13	6546329	6548305	6547317.0
chr6	87713446	87714202	87713824.0
chr19	7092068	7094175	7093121.5
chr17	32210199	32210762	32210480.5
chr3	97889658	97890243	97889950.5
chr10	107610152	107610696	107610424.0
chr9	95451205	95452160	95451682.5
chr4	11996848	11997335	11997091.5
chr15	102109354	102110592	102109973.0
chr11	115583855	115584170	115584012.5
chr6	72488376	72489226	72488801.0
chr5	115746307	115746760	115746533.5
chr4	55377267	55377561	55377414.0
chr17	84515398	84516535	84515966.5
chr7	28146207	28146973	28146590.0
chr6	82690213	82690524	82690368.5
chr15	83197322	83198073	83197697.5
chr8	125679887	125680456	125680171.5
chr3	88980935	88982110	88981522.5
chr5	45884188	45885243	45884715.5
chr4	97906961	97907433	97907197.0
chr7	17366302	17369772	17368037.0
chr9	31193198	31194486	31193842.0
chr11	95695501	95696825	95696163.0
chr15	82170833	82173142	82171987.5
chr6	22443867	22444296	22444081.5
chr6	146635252	146635756	146635504.0
chr4	131428937	131430725	131429831.0
chr2	119125664	119126367	119126015.5
chr9	24954639	24957048	24955843.5
chr15	16241754	16242510	16242132.0
chr4	131615826	131616838	131616332.0
chr15	100057209	100060076	100058642.5
chr13	102346386	102346854	102346620.0
chr4	147221753	147223203	147222478.0
chrX	35542513	35543990	35543251.5
chr1	134984228	134984616	134984422.0
chr12	33831600	33833114	33832357.0
chr10	84646251	84646892	84646571.5
chr5	114821285	114821824	114821554.5
chr17	84584253	84588346	84586299.5
chr7	26101399	26102127	26101763.0
chr5	30968695	30970523	30969609.0
chr7	82974999	82976038	82975518.5
chrX	31247630	31248007	31247818.5
chr4	48426320	48426742	48426531.0
chr7	114738362	114738743	114738552.5
chr10	77084517	77085729	77085123.0
chr5	66115404	66116361	66115882.5
chr7	52969960	52971096	52970528.0
chr13	3895944	3896541	3896242.5
chr10	75226534	75228299	75227416.5
chr13	110473081	110473646	110473363.5
chr9	59535226	59535547	59535386.5
chr13	74454079	74455349	74454714.0
chr9	13630302	13633026	13631664.0
chr14	61403094	61404116	61403605.0
chr4	55355449	55355869	55355659.0
chr17	51317728	51319181	51318454.5
chr1	136511082	136512096	136511589.0
chr14	54995651	54995942	54995796.5
chr4	151104112	151104613	151104362.5
chr10	80204429	80205647	80205038.0
chr6	50244186	50244536	50244361.0
chr6	57530698	57531486	57531092.0
chr15	74780772	74781526	74781149.0
chr6	34860032	34861508	34860770.0
chr19	43705328	43705737	43705532.5
chr6	57774136	57775627	57774881.5
chr4	122982951	122983365	122983158.0
chr4	107278462	107279017	107278739.5
chr8	11550134	11551151	11550642.5
chr3	101356910	101357609	101357259.5
chr6	17643538	17645153	17644345.5
chr8	96690966	96691612	96691289.0
chr9	61874480	61874840	61874660.0
chr3	134912078	134912419	134912248.5
chr6	122750934	122752767	122751850.5
chr12	112089252	112090235	112089743.5
chr18	38372257	38372691	38372474.0
chr12	81184585	81185546	81185065.5
chr7	13506700	13508122	13507411.0
chr12	55819616	55820824	55820220.0
chr13	101544725	101546518	101545621.5
chr1	178753101	178753491	178753296.0
chr1	167585159	167585542	167585350.5
chr13	102402647	102403233	102402940.0
chr3	96355160	96355593	96355376.5
chr4	137263063	137263714	137263388.5
chr14	121822169	121822524	121822346.5
chr8	107748465	107750454	107749459.5
chr1	173199811	173202984	173201397.5
chr7	26003632	26006964	26005298.0
chr5	122043189	122044326	122043757.5
chr19	10056584	10058188	10057386.0
chr13	102322195	102323452	102322823.5
chr3	94692534	94692873	94692703.5
chr10	126814643	126815139	126814891.0
chr16	91717026	91718027	91717526.5
chr13	81781371	81782638	81782004.5
chr5	130639522	130639951	130639736.5
chr4	134448010	134448387	134448198.5
chr14	58469156	58469723	58469439.5
chr15	12159944	12160359	12160151.5
chr12	70472194	70474288	70473241.0
chr10	121176372	121177650	121177011.0
chr15	77670827	77673316	77672071.5
chr14	31488118	31488685	31488401.5
chr7	104885814	104887097	104886455.5
chr10	119638204	119639635	119638919.5
chr6	129182221	129183348	129182784.5
chr7	148549188	148549989	148549588.5
chr7	20334481	20335732	20335106.5
chr2	102707649	102708204	102707926.5
chr16	92341201	92341647	92341424.0
chr3	88424718	88425513	88425115.5
chr4	131912079	131912621	131912350.0
chr4	57968013	57970732	57969372.5
chr11	101526500	101527277	101526888.5
chr2	155651512	155652829	155652170.5
chr9	57607139	57607523	57607331.0
chr4	88195969	88196682	88196325.5
